0.05 0.05 0.05 -0.000260875 0.31262 0.344472 0.344472
0.05 0.05 0.15 -0.689206 0.538425 0.480791 0.669728
0.05 0.05 0.25 -1.33972 0.508683 0.584448 0.55738
0.05 0.05 0.35 -1.80397 0.467583 0.64533 0.351334
0.05 0.05 0.45 -2.04239 0.44634 0.672832 0.119247
0.05 0.05 0.55 -2.04246 0.446335 0.672827 -0.119089
0.05 0.05 0.65 -1.80421 0.467564 0.645311 -0.351128
0.05 0.05 0.75 -1.3402 0.508632 0.584397 -0.557035
0.05 0.05 0.85 -0.690139 0.538273 0.48064 -0.668979
0.05 0.05 0.95 -0.00224534 0.3121 0.343952 -0.343947
0.05 0.15 0.05 -0.689206 0.538425 0.669728 0.480791
0.05 0.15 0.15 -1.65079 1.10375 0.909704 0.909704
0.05 0.15 0.25 -2.50861 1.19456 1.11024 0.721918
0.05 0.15 0.35 -3.09462 1.2011 1.23586 0.439718
0.05 0.15 0.45 -3.38805 1.19766 1.29468 0.146745
0.05 0.15 0.55 -3.38811 1.19766 1.29467 -0.14661
0.05 0.15 0.65 -3.09483 1.20108 1.23581 -0.439558
0.05 0.15 0.75 -2.509 1.19453 1.11014 -0.721706
0.05 0.15 0.85 -1.65142 1.10368 0.909441 -0.909424
0.05 0.15 0.95 -0.69015 0.538273 0.668997 -0.480634
0.05 0.25 0.05 -1.33972 0.508683 0.55738 0.584448
0.05 0.25 0.15 -2.50861 1.19456 0.721918 1.11024
0.05 0.25 0.25 -3.5602 1.33612 0.883531 0.883531
0.05 0.25 0.35 -4.27568 1.36539 0.995362 0.535773
0.05 0.25 0.45 -4.63175 1.37112 1.05059 0.178063
0.05 0.25 0.55 -4.6318 1.37112 1.05058 -0.177959
0.05 0.25 0.65 -4.27583 1.36538 0.995317 -0.535661
0.05 0.25 0.75 -3.56048 1.3361 0.883435 -0.883406
0.05 0.25 0.85 -2.50902 1.19453 0.721736 -1.11012
0.05 0.25 0.95 -1.34024 0.508631 0.557066 -0.584391
0.05 0.35 0.05 -1.80397 0.467583 0.351334 0.64533
0.05 0.35 0.15 -3.09462 1.2011 0.439718 1.23586
0.05 0.35 0.25 -4.27568 1.36539 0.535773 0.995362
0.05 0.35 0.35 -5.08535 1.40579 0.606776 0.606776
0.05 0.35 0.45 -5.48923 1.41626 0.64314 0.201958
0.05 0.35 0.55 -5.48926 1.41625 0.643128 -0.201881
0.05 0.35 0.65 -5.08546 1.40579 0.606738 -0.606698
0.05 0.35 0.75 -4.27587 1.36538 0.535702 -0.995287
0.05 0.35 0.85 -3.09489 1.20108 0.439603 -1.23579
0.05 0.35 0.95 -1.80428 0.467561 0.351175 -0.645304
0.05 0.45 0.05 -2.04239 0.44634 0.119247 0.672832
0.05 0.45 0.15 -3.38805 1.19766 0.146745 1.29468
0.05 0.45 0.25 -4.63175 1.37112 0.178063 1.05059
0.05 0.45 0.35 -5.48923 1.41626 0.201958 0.64314
0.05 0.45 0.45 -5.91803 1.42877 0.214415 0.214415
0.05 0.45 0.55 -5.91806 1.42877 0.214406 -0.21436
0.05 0.45 0.65 -5.48931 1.41625 0.20193 -0.643086
0.05 0.45 0.75 -4.63188 1.37112 0.178014 -1.05054
0.05 0.45 0.85 -3.38823 1.19765 0.146673 -1.29465
0.05 0.45 0.95 -2.04259 0.44633 0.119158 -0.672819
0.05 0.55 0.05 -2.04246 0.446335 -0.119089 0.672827
0.05 0.55 0.15 -3.38811 1.19766 -0.14661 1.29467
0.05 0.55 0.25 -4.6318 1.37112 -0.177959 1.05058
0.05 0.55 0.35 -5.48926 1.41625 -0.201881 0.643128
0.05 0.55 0.45 -5.91806 1.42877 -0.21436 0.214406
0.05 0.55 0.55 -5.91808 1.42877 -0.214367 -0.214367
0.05 0.55 0.65 -5.48932 1.41625 -0.201901 -0.643091
0.05 0.55 0.75 -4.6319 1.37112 -0.177992 -1.05054
0.05 0.55 0.85 -3.38824 1.19765 -0.146655 -1.29465
0.05 0.55 0.95 -2.0426 0.44633 -0.119143 -0.672819
0.05 0.65 0.05 -1.80421 0.467564 -0.351128 0.645311
0.05 0.65 0.15 -3.09483 1.20108 -0.439558 1.23581
0.05 0.65 0.25 -4.27583 1.36538 -0.535661 0.995317
0.05 0.65 0.35 -5.08546 1.40579 -0.606698 0.606738
0.05 0.65 0.45 -5.48931 1.41625 -0.643086 0.20193
0.05 0.65 0.55 -5.48932 1.41625 -0.643091 -0.201901
0.05 0.65 0.65 -5.08551 1.40579 -0.606712 -0.606712
0.05 0.65 0.75 -4.2759 1.36538 -0.535682 -0.995295
0.05 0.65 0.85 -3.09492 1.20108 -0.439587 -1.2358
0.05 0.65 0.95 -1.8043 0.467561 -0.351161 -0.645306
0.05 0.75 0.05 -1.3402 0.508632 -0.557035 0.584397
0.05 0.75 0.15 -2.509 1.19453 -0.721706 1.11014
0.05 0.75 0.25 -3.56048 1.3361 -0.883406 0.883435
0.05 0.75 0.35 -4.27587 1.36538 -0.995287 0.535702
0.05 0.75 0.45 -4.63188 1.37112 -1.05054 0.178014
0.05 0.75 0.55 -4.6319 1.37112 -1.05054 -0.177992
0.05 0.75 0.65 -4.2759 1.36538 -0.995295 -0.535682
0.05 0.75 0.75 -3.56053 1.3361 -0.883419 -0.883419
0.05 0.75 0.85 -2.50906 1.19453 -0.721723 -1.11013
0.05 0.75 0.95 -1.34028 0.50863 -0.557054 -0.584393
0.05 0.85 0.05 -0.690139 0.538273 -0.668979 0.48064
0.05 0.85 0.15 -1.65142 1.10368 -0.909424 0.909441
0.05 0.85 0.25 -2.50902 1.19453 -1.11012 0.721736
0.05 0.85 0.35 -3.09489 1.20108 -1.23579 0.439603
0.05 0.85 0.45 -3.38823 1.19765 -1.29465 0.146673
0.05 0.85 0.55 -3.38824 1.19765 -1.29465 -0.146655
0.05 0.85 0.65 -3.09492 1.20108 -1.2358 -0.439587
0.05 0.85 0.75 -2.50906 1.19453 -1.11013 -0.721723
0.05 0.85 0.85 -1.65147 1.10368 -0.909433 -0.909433
0.05 0.85 0.95 -0.690196 0.538272 -0.66899 -0.480637
0.05 0.95 0.05 -0.00224534 0.3121 -0.343947 0.343952
0.05 0.95 0.15 -0.69015 0.538273 -0.480634 0.668997
0.05 0.95 0.25 -1.34024 0.508631 -0.584391 0.557066
0.05 0.95 0.35 -1.80428 0.467561 -0.645304 0.351175
0.05 0.95 0.45 -2.04259 0.44633 -0.672819 0.119158
0.05 0.95 0.55 -2.0426 0.44633 -0.672819 -0.119143
0.05 0.95 0.65 -1.8043 0.467561 -0.645306 -0.351161
0.05 0.95 0.75 -1.34028 0.50863 -0.584393 -0.557054
0.05 0.95 0.85 -0.690196 0.538272 -0.480637 -0.66899
0.05 0.95 0.95 -0.0022962 0.312099 -0.34395 -0.34395
0.15 0.05 0.05 2.46516 -0.52194 0.0735897 0.0735897
0.15 0.05 0.15 2.31798 -0.0928656 0.0923998 0.224493
0.15 0.05 0.25 2.01617 -0.100934 0.12826 0.291847
0.15 0.05 0.35 1.73428 -0.163203 0.158543 0.221711
0.15 0.05 0.45 1.57275 -0.201248 0.174661 0.0807998
0.15 0.05 0.55 1.57268 -0.201259 0.174658 -0.080665
0.15 0.05 0.65 1.73408 -0.163246 0.158529 -0.221552
0.15 0.05 0.75 2.01579 -0.101039 0.128227 -0.291635
0.15 0.05 0.85 2.31735 -0.0931287 0.0923264 -0.224212
0.15 0.05 0.95 2.46421 -0.522672 0.0734381 -0.0734326
0.15 0.15 0.05 2.31798 -0.0928656 0.224493 0.0923998
0.15 0.15 0.15 2.13318 1.01878 0.279163 0.279163
0.15 0.15 0.25 1.75965 1.29921 0.361967 0.35799
0.15 0.15 0.35 1.4172 1.3635 0.430121 0.268113
0.15 0.15 0.45 1.22343 1.37507 0.466426 0.0969144
0.15 0.15 0.55 1.22337 1.37506 0.466417 -0.0967973
0.15 0.15 0.65 1.41702 1.36346 0.430088 -0.267983
0.15 0.15 0.75 1.75933 1.29914 0.361895 -0.357837
0.15 0.15 0.85 2.1327 1.01864 0.279018 -0.279001
0.15 0.15 0.95 2.31734 -0.0931296 0.224229 -0.0923208
0.15 0.25 0.05 2.01617 -0.100934 0.291847 0.12826
0.15 0.25 0.15 1.75965 1.29921 0.35799 0.361967
0.15 0.25 0.25 1.29224 1.72145 0.442805 0.442805
0.15 0.25 0.35 0.874042 1.85464 0.511314 0.326171
0.15 0.25 0.45 0.639897 1.89483 0.547996 0.117095
0.15 0.25 0.55 0.639851 1.89482 0.547985 -0.117003
0.15 0.25 0.65 0.873902 1.85462 0.511278 -0.326074
0.15 0.25 0.75 1.292 1.72141 0.442733 -0.442705
0.15 0.25 0.85 1.75931 1.29913 0.357866 -0.361878
0.15 0.25 0.95 2.01575 -0.101042 0.291664 -0.128221
0.15 0.35 0.05 1.73428 -0.163203 0.221711 0.158543
0.15 0.35 0.15 1.4172 1.3635 0.268113 0.430121
0.15 0.35 0.25 0.874042 1.85464 0.326171 0.511314
0.15 0.35 0.35 0.394569 2.02392 0.373304 0.373304
0.15 0.35 0.45 0.127435 2.07977 0.398755 0.133585
0.15 0.35 0.55 0.1274 2.07976 0.398745 -0.133515
0.15 0.35 0.65 0.394465 2.02391 0.373272 -0.373235
0.15 0.35 0.75 0.873869 1.85461 0.326112 -0.51125
0.15 0.35 0.85 1.41696 1.36346 0.268024 -0.43007
0.15 0.35 0.95 1.73401 -0.163252 0.221595 -0.158523
0.15 0.45 0.05 1.57275 -0.201248 0.0807998 0.174661
0.15 0.45 0.15 1.22343 1.37507 0.0969144 0.466426
0.15 0.45 0.25 0.639897 1.89483 0.117095 0.547996
0.15 0.45 0.35 0.127435 2.07977 0.133585 0.398755
0.15 0.45 0.45 -0.157612 2.14257 0.142536 0.142536
0.15 0.45 0.55 -0.157638 2.14256 0.142528 -0.142485
0.15 0.45 0.65 0.127358 2.07976 0.13356 -0.398706
0.15 0.45 0.75 0.639774 1.89481 0.117053 -0.547953
0.15 0.45 0.85 1.22326 1.37505 0.0968541 -0.466395
0.15 0.45 0.95 1.57256 -0.201272 0.0807267 -0.17465
0.15 0.55 0.05 1.57268 -0.201259 -0.080665 0.174658
0.15 0.55 0.15 1.22337 1.37506 -0.0967973 0.466417
0.15 0.55 0.25 0.639851 1.89482 -0.117003 0.547985
0.15 0.55 0.35 0.1274 2.07976 -0.133515 0.398745
